Identifier,Value,Field,Value,,
USDSWAPTIONVOL5Y2YP70.0,LAST_PRICE,0.322969530686113,,,
USDSWAPTIONVOL5Y2YP75.0,LAST_PRICE,0.322497652982777,,,
USDSWAPTIONVOL5Y30YN100.0,LAST_PRICE,0.274926773785303,,,
USDSWAPTIONVOL5Y30YN200.0,LAST_PRICE,0.304589301572078,,,
USDSWAPTIONVOL5Y30YP0.0,LAST_PRICE,0.2548,,,
USDSWAPTIONVOL5Y3MN100.0,LAST_PRICE,0.386580992535303,,,
USDSWAPTIONVOL5Y3MN20.0,LAST_PRICE,0.369855576895221,,,
USDSWAPTIONVOL5Y3MN200.0,LAST_PRICE,0.416243520322078,,,
USDSWAPTIONVOL5Y3MN50.0,LAST_PRICE,0.375534455464466,,,
USDSWAPTIONVOL5Y3MN70.0,LAST_PRICE,0.379709800763163,,,
USDSWAPTIONVOL5Y3MP100.0,LAST_PRICE,0.354886448833926,,,
USDSWAPTIONVOL5Y3MP20.0,LAST_PRICE,0.36339180144308,,,
USDSWAPTIONVOL5Y3MP200.0,LAST_PRICE,0.350712784727901,,,
USDSWAPTIONVOL5Y3MP50.0,LAST_PRICE,0.359519720396852,,,
USDSWAPTIONVOL5Y3MP70.0,LAST_PRICE,0.357423749436113,,,
USDSWAPTIONVOL5Y5YN100.0,LAST_PRICE,0.323426773785303,,,
USDSWAPTIONVOL5Y5YN200.0,LAST_PRICE,0.353089301572078,,,
USDSWAPTIONVOL5Y5YN25.0,LAST_PRICE,0.307603069571098,,,
USDSWAPTIONVOL5Y5YN50.0,LAST_PRICE,0.312380236714466,,,
USDSWAPTIONVOL5Y5YN70.0,LAST_PRICE,0.316555582013163,,,
USDSWAPTIONVOL5Y5YN75.0,LAST_PRICE,0.317651099987295,,,
USDSWAPTIONVOL5Y5YP70.0,LAST_PRICE,0.294269530686113,,,
USDSWAPTIONVOL5Y5YP75.0,LAST_PRICE,0.293797652982777,,,
USDSWAPTIONVOL6M10YN100.0,LAST_PRICE,0.428426773785303,,,
USDSWAPTIONVOL6M10YP100.0,LAST_PRICE,0.396732230083926,,,
USDSWAPTIONVOL6M1YN100.0,LAST_PRICE,0.711226773785304,,,
USDSWAPTIONVOL6M1YN25.0,LAST_PRICE,0.695403069571098,,,
USDSWAPTIONVOL6M1YN50.0,LAST_PRICE,0.700180236714466,,,
USDSWAPTIONVOL6M1YN75.0,LAST_PRICE,0.705451099987295,,,
USDSWAPTIONVOL6M1YP100.0,LAST_PRICE,0.679532230083926,,,
USDSWAPTIONVOL6M1YP25.0,LAST_PRICE,0.687326525488747,,,
USDSWAPTIONVOL6M1YP50.0,LAST_PRICE,0.684165501646852,,,
USDSWAPTIONVOL6M1YP75.0,LAST_PRICE,0.681597652982777,,,
USDSWAPTIONVOL6M20YN100.0,LAST_PRICE,0.359126773785303,,,
USDSWAPTIONVOL6M20YP100.0,LAST_PRICE,0.327432230083926,,,
USDSWAPTIONVOL6M2YN100.0,LAST_PRICE,0.632226773785303,,,
USDSWAPTIONVOL6M2YN25.0,LAST_PRICE,0.616403069571098,,,
USDSWAPTIONVOL6M2YN50.0,LAST_PRICE,0.621180236714466,,,
USDSWAPTIONVOL6M2YN75.0,LAST_PRICE,0.626451099987295,,,
USDSWAPTIONVOL6M2YP100.0,LAST_PRICE,0.600532230083926,,,
USDSWAPTIONVOL6M2YP25.0,LAST_PRICE,0.608326525488747,,,
USDSWAPTIONVOL6M2YP50.0,LAST_PRICE,0.605165501646852,,,
USDSWAPTIONVOL6M2YP75.0,LAST_PRICE,0.602597652982777,,,
USDSWAPTIONVOL6M30YN100.0,LAST_PRICE,0.347926773785303,,,
USDSWAPTIONVOL6M30YP100.0,LAST_PRICE,0.316232230083926,,,
USDSWAPTIONVOL6M5YN100.0,LAST_PRICE,0.538126773785304,,,
USDSWAPTIONVOL6M5YN25.0,LAST_PRICE,0.522303069571098,,,
USDSWAPTIONVOL6M5YN50.0,LAST_PRICE,0.527080236714466,,,
USDSWAPTIONVOL6M5YN75.0,LAST_PRICE,0.532351099987295,,,
USDSWAPTIONVOL6M5YP100.0,LAST_PRICE,0.506432230083926,,,
USDSWAPTIONVOL6M5YP25.0,LAST_PRICE,0.514226525488747,,,
USDSWAPTIONVOL6M5YP50.0,LAST_PRICE,0.511065501646852,,,
USDSWAPTIONVOL6M5YP75.0,LAST_PRICE,0.508497652982777,,,
#,Swaption,Instrument,,,
USSV011INSTRUMENT,LAST_PRICE,0.6963,,,
USSV0110INSTRUMENT,LAST_PRICE,0.3832,,,
USSV015INSTRUMENT,LAST_PRICE,0.4677,,,
USSV0130INSTRUMENT,LAST_PRICE,0.3185,,,
USSV012INSTRUMENT,LAST_PRICE,0.5965,,,
USSV0120INSTRUMENT,LAST_PRICE,0.3275,,,
USSV0115INSTRUMENT,LAST_PRICE,0.3393,,,
USSV101INSTRUMENT,LAST_PRICE,0.2568,,,
USSV1010INSTRUMENT,LAST_PRICE,0.2453,,,
USSV105INSTRUMENT,LAST_PRICE,0.2456,,,
USSV1030INSTRUMENT,LAST_PRICE,0.2243,,,
USSV102INSTRUMENT,LAST_PRICE,0.2565,,,
USSV1020INSTRUMENT,LAST_PRICE,0.227,,,
USSV1015INSTRUMENT,LAST_PRICE,0.2317,,,
USSV031INSTRUMENT,LAST_PRICE,0.501,,,
USSV0310INSTRUMENT,LAST_PRICE,0.3159,,,
USSV035INSTRUMENT,LAST_PRICE,0.365,,,
USSV0330INSTRUMENT,LAST_PRICE,0.2837,,,
USSV032INSTRUMENT,LAST_PRICE,0.4436,,,
USSV0320INSTRUMENT,LAST_PRICE,0.2901,,,
USSV0315INSTRUMENT,LAST_PRICE,0.2947,,,
USSV0215INSTRUMENT,LAST_PRICE,0.328,,,
USSV041INSTRUMENT,LAST_PRICE,0.4115,,,
USSV0410INSTRUMENT,LAST_PRICE,0.295,,,
USSV045INSTRUMENT,LAST_PRICE,0.3289,,,
USSV0430INSTRUMENT,LAST_PRICE,0.266,,,
USSV042INSTRUMENT,LAST_PRICE,0.382,,,
USSV0420INSTRUMENT,LAST_PRICE,0.27,,,
USSV0415INSTRUMENT,LAST_PRICE,0.2777,,,
USSV201INSTRUMENT,LAST_PRICE,0.228,,,
USSV2010INSTRUMENT,LAST_PRICE,0.2218,,,
USSV1515INSTRUMENT,LAST_PRICE,0.218,,,
USSV1520INSTRUMENT,LAST_PRICE,0.2193,,,
USSV152INSTRUMENT,LAST_PRICE,0.231,,,
USSV1530INSTRUMENT,LAST_PRICE,0.2177,,,
USSV155INSTRUMENT,LAST_PRICE,0.2437,,,
USSV1510INSTRUMENT,LAST_PRICE,0.2389,,,
USSV151INSTRUMENT,LAST_PRICE,0.236,,,
USSV2015INSTRUMENT,LAST_PRICE,0.2123,,,
USSV2020INSTRUMENT,LAST_PRICE,0.2091,,,
USSV202INSTRUMENT,LAST_PRICE,0.229,,,
USSV2030INSTRUMENT,LAST_PRICE,0.209,,,
USSV205INSTRUMENT,LAST_PRICE,0.2305,,,
USSV0220INSTRUMENT,LAST_PRICE,0.3098,,,
USSV022INSTRUMENT,LAST_PRICE,0.5349,,,
USSV0230INSTRUMENT,LAST_PRICE,0.3025,,,
USSV025INSTRUMENT,LAST_PRICE,0.4141,,,
USSV0210INSTRUMENT,LAST_PRICE,0.3466,,,
USSV021INSTRUMENT,LAST_PRICE,0.6339,,,
USSV3015INSTRUMENT,LAST_PRICE,0.2161,,,
USSV3020INSTRUMENT,LAST_PRICE,0.241,,,
USSV302INSTRUMENT,LAST_PRICE,0.217,,,
USSV3030INSTRUMENT,LAST_PRICE,0.248,,,
USSV305INSTRUMENT,LAST_PRICE,0.2264,,,
USSV3010INSTRUMENT,LAST_PRICE,0.2259,,,
USSV301INSTRUMENT,LAST_PRICE,0.224,,,
USSV0515INSTRUMENT,LAST_PRICE,0.264,,,
USSV0520INSTRUMENT,LAST_PRICE,0.257,,,
USSV052INSTRUMENT,LAST_PRICE,0.332,,,
USSV0530INSTRUMENT,LAST_PRICE,0.2548,,,
USSV055INSTRUMENT,LAST_PRICE,0.3033,,,
USSV0510INSTRUMENT,LAST_PRICE,0.277,,,
USSV051INSTRUMENT,LAST_PRICE,0.3496,,,
USSV0F1INSTRUMENT,LAST_PRICE,0.6911,,,
USSV0F10INSTRUMENT,LAST_PRICE,0.4083,,,
USSV0F5INSTRUMENT,LAST_PRICE,0.518,,,
USSV0F30INSTRUMENT,LAST_PRICE,0.3278,,,
USSV0F2INSTRUMENT,LAST_PRICE,0.6121,,,
USSV0F20INSTRUMENT,LAST_PRICE,0.339,,,
USSV0F15INSTRUMENT,LAST_PRICE,0.352,,,
USSV0C1INSTRUMENT,LAST_PRICE,0.6433,,,
USSV0C10INSTRUMENT,LAST_PRICE,0.4255,,,
USSV0C5INSTRUMENT,LAST_PRICE,0.547,,,
USSV0C30INSTRUMENT,LAST_PRICE,0.3366,,,
USSV0C2INSTRUMENT,LAST_PRICE,0.6174,,,
USSV0C20INSTRUMENT,LAST_PRICE,0.3433,,,
USSV0C15INSTRUMENT,LAST_PRICE,0.361,,,
USSV05CINSTRUMENT,LAST_PRICE,0.3628,,,
USSV15CINSTRUMENT,LAST_PRICE,0.23975,,,
USSV03CINSTRUMENT,LAST_PRICE,0.54405,,,
USSV04CINSTRUMENT,LAST_PRICE,0.433625,,,
USSV02CINSTRUMENT,LAST_PRICE,0.70815,,,
USSV0CCINSTRUMENT,LAST_PRICE,0.662725,,,
USSV01CINSTRUMENT,LAST_PRICE,0.77115,,,
USSV30CINSTRUMENT,LAST_PRICE,0.22925,,,
USSV20CINSTRUMENT,LAST_PRICE,0.22725,,,
USSV0FCINSTRUMENT,LAST_PRICE,0.75035,,,
USSV10CINSTRUMENT,LAST_PRICE,0.257025,,,
#,Swaption,Strike,,,
USFS1515STRIKE,LAST_PRICE,0.0347,,,
USFS2020STRIKE,LAST_PRICE,0.033,,,
USFS3030STRIKE,LAST_PRICE,0.0261,,,
USFS0CCSTRIKE,LAST_PRICE,0.0044,,,
USFS055STRIKE,LAST_PRICE,0.0344,,,
USFS022STRIKE,LAST_PRICE,0.0149,,,
USFS1010STRIKE,LAST_PRICE,0.037,,,
USFS011STRIKE,LAST_PRICE,0.007,,,
USFS0F2STRIKE,LAST_PRICE,0.0073,,,
USFS045STRIKE,LAST_PRICE,0.0318,,,
USFS032STRIKE,LAST_PRICE,0.0216,,,
USFS0420STRIKE,LAST_PRICE,0.0351,,,
USFS031STRIKE,LAST_PRICE,0.0186,,,
USFS0F1STRIKE,LAST_PRICE,0.0056,,,
USFS0C10STRIKE,LAST_PRICE,0.024,,,
USFS10CSTRIKE,LAST_PRICE,0.0376,,,
USFS1530STRIKE,LAST_PRICE,0.0329,,,
USFS3015STRIKE,LAST_PRICE,0.0306,,,
USFS0520STRIKE,LAST_PRICE,0.0358,,,
USFS205STRIKE,LAST_PRICE,0.0348,,,
USFS021STRIKE,LAST_PRICE,0.0118,,,
USFS012STRIKE,LAST_PRICE,0.0092,,,
USFS30CSTRIKE,LAST_PRICE,0.0324,,,
USFS0C30STRIKE,LAST_PRICE,0.0306,,,
USFS015STRIKE,LAST_PRICE,0.0183,,,
USFS051STRIKE,LAST_PRICE,0.0299,,,
USFS0220STRIKE,LAST_PRICE,0.0323,,,
USFS202STRIKE,LAST_PRICE,0.035,,,
USFS041STRIKE,LAST_PRICE,0.0246,,,
USFS1015STRIKE,LAST_PRICE,0.0365,,,
USFS1510STRIKE,LAST_PRICE,0.0355,,,
USFS0F20STRIKE,LAST_PRICE,0.0299,,,
USFS0320STRIKE,LAST_PRICE,0.034,,,
USFS1030STRIKE,LAST_PRICE,0.0348,,,
USFS3010STRIKE,LAST_PRICE,0.031,,,
USFS035STRIKE,LAST_PRICE,0.0281,,,
USFS042STRIKE,LAST_PRICE,0.0272,,,
USFS0F5STRIKE,LAST_PRICE,0.0157,,,
USFS0C15STRIKE,LAST_PRICE,0.028,,,
USFS15CSTRIKE,LAST_PRICE,0.0357,,,
USFS0120STRIKE,LAST_PRICE,0.0308,,,
USFS201STRIKE,LAST_PRICE,0.035,,,
USFS052STRIKE,LAST_PRICE,0.0316,,,
USFS025STRIKE,LAST_PRICE,0.0233,,,
USFS0F10STRIKE,LAST_PRICE,0.0248,,,
USFS0310STRIKE,LAST_PRICE,0.0325,,,
USFS305STRIKE,LAST_PRICE,0.0317,,,
USFS2015STRIKE,LAST_PRICE,0.0337,,,
USFS0530STRIKE,LAST_PRICE,0.0352,,,
USFS1520STRIKE,LAST_PRICE,0.0342,,,
USFS0C1STRIKE,LAST_PRICE,0.0053,,,
USFS01CSTRIKE,LAST_PRICE,0.0058,,,
USFS102STRIKE,LAST_PRICE,0.0387,,,
USFS0210STRIKE,LAST_PRICE,0.0297,,,
USFS0430STRIKE,LAST_PRICE,0.0348,,,
USFS0110STRIKE,LAST_PRICE,0.0265,,,
USFS0415STRIKE,LAST_PRICE,0.0352,,,
USFS101STRIKE,LAST_PRICE,0.0383,,,
USFS03CSTRIKE,LAST_PRICE,0.0161,,,
USFS0FCSTRIKE,LAST_PRICE,0.0049,,,
USFS2030STRIKE,LAST_PRICE,0.032,,,
USFS155STRIKE,LAST_PRICE,0.0357,,,
USFS3020STRIKE,LAST_PRICE,0.0301,,,
USFS0515STRIKE,LAST_PRICE,0.0361,,,
USFS02CSTRIKE,LAST_PRICE,0.0095,,,
USFS0C2STRIKE,LAST_PRICE,0.0065,,,
USFS0C5STRIKE,LAST_PRICE,0.0145,,,
USFS05CSTRIKE,LAST_PRICE,0.0282,,,
USFS152STRIKE,LAST_PRICE,0.0362,,,
USFS0215STRIKE,LAST_PRICE,0.0319,,,
USFS0130STRIKE,LAST_PRICE,0.0316,,,
USFS301STRIKE,LAST_PRICE,0.0322,,,
USFS04CSTRIKE,LAST_PRICE,0.0229,,,
USFS0315STRIKE,LAST_PRICE,0.0338,,,
USFS0F15STRIKE,LAST_PRICE,0.0286,,,
USFS1020STRIKE,LAST_PRICE,0.036,,,
USFS2010STRIKE,LAST_PRICE,0.0344,,,
USFS0F30STRIKE,LAST_PRICE,0.0309,,,
USFS0330STRIKE,LAST_PRICE,0.0339,,,
USFS105STRIKE,LAST_PRICE,0.0383,,,
USFS0510STRIKE,LAST_PRICE,0.0361,,,
USFS20CSTRIKE,LAST_PRICE,0.0351,,,
USFS0C20STRIKE,LAST_PRICE,0.0295,,,
USFS0230STRIKE,LAST_PRICE,0.0327,,,
USFS302STRIKE,LAST_PRICE,0.0321,,,
USFS151STRIKE,LAST_PRICE,0.037,,,
USFS0115STRIKE,LAST_PRICE,0.0297,,,
USFS0410STRIKE,LAST_PRICE,0.0347,,,
#FXOption,surface,,,,
EURUSD25B1WFXVOL,LAST_PRICE,0.00155,,,
EURUSD25R1WFXVOL,LAST_PRICE,-0.00415,,,
EURUSD15B1WFXVOL,LAST_PRICE,0.0035,,,
EURUSD15R1WFXVOL,LAST_PRICE,-0.005875,,,
EURUSDV1WFXVOL,LAST_PRICE,0.086775,,,
EURUSD25B2WFXVOL,LAST_PRICE,0.001475,,,
EURUSD25R2WFXVOL,LAST_PRICE,-0.005625,,,
EURUSD15B2WFXVOL,LAST_PRICE,0.0033,,,
EURUSD15R2WFXVOL,LAST_PRICE,-0.008425,,,
EURUSDV2WFXVOL,LAST_PRICE,0.0852,,,
EURUSD25B3WFXVOL,LAST_PRICE,0.00165,,,
EURUSD25R3WFXVOL,LAST_PRICE,-0.007125,,,
EURUSD15B3WFXVOL,LAST_PRICE,0.00365,,,
EURUSD15R3WFXVOL,LAST_PRICE,-0.010675,,,
EURUSDV3WFXVOL,LAST_PRICE,0.08825,,,
EURUSD25B1MFXVOL,LAST_PRICE,0.0016,,,
EURUSD25R1MFXVOL,LAST_PRICE,-0.008275,,,
EURUSD15B1MFXVOL,LAST_PRICE,0.003625,,,
EURUSD15R1MFXVOL,LAST_PRICE,-0.01215,,,
EURUSDV1MFXVOL,LAST_PRICE,0.0886,,,
EURUSD25B3MFXVOL,LAST_PRICE,0.00275,,,
EURUSD25R3MFXVOL,LAST_PRICE,-0.0154,,,
EURUSD15B3MFXVOL,LAST_PRICE,0.00645,,,
EURUSD15R3MFXVOL,LAST_PRICE,-0.02295,,,
EURUSDV3MFXVOL,LAST_PRICE,0.09985,,,
EURUSD25B6MFXVOL,LAST_PRICE,0.003625,,,
EURUSD25R6MFXVOL,LAST_PRICE,-0.01985,,,
EURUSD15B6MFXVOL,LAST_PRICE,0.0087,,,
EURUSD15R6MFXVOL,LAST_PRICE,-0.029875,,,
EURUSDV6MFXVOL,LAST_PRICE,0.108,,,
EURUSD25B9MFXVOL,LAST_PRICE,0.00475,,,
EURUSD25R9MFXVOL,LAST_PRICE,-0.022525,,,
EURUSD15B9MFXVOL,LAST_PRICE,0.010325,,,
EURUSD15R9MFXVOL,LAST_PRICE,-0.034175,,,
EURUSDV9MFXVOL,LAST_PRICE,0.1127,,,
EURUSD25B1YFXVOL,LAST_PRICE,0.00445,,,
EURUSD25R1YFXVOL,LAST_PRICE,-0.02325,,,
EURUSD15B1YFXVOL,LAST_PRICE,0.010775,,,
EURUSD15R1YFXVOL,LAST_PRICE,-0.035275,,,
EURUSDV1YFXVOL,LAST_PRICE,0.1154,,,
EURUSD25B5YFXVOL,LAST_PRICE,0.003475,,,
EURUSD25R5YFXVOL,LAST_PRICE,-0.021825,,,
EURUSD15B5YFXVOL,LAST_PRICE,0.00905,,,
EURUSD15R5YFXVOL,LAST_PRICE,-0.034,,,
EURUSDV5YFXVOL,LAST_PRICE,0.117925,,,
EURUSD25B10YFXVOL,LAST_PRICE,0.0031,,,
EURUSD25R10YFXVOL,LAST_PRICE,-0.0212,,,
EURUSD15B10YFXVOL,LAST_PRICE,0.008275,,,
EURUSD15R10YFXVOL,LAST_PRICE,-0.035425,,,
EURUSDV10YFXVOL,LAST_PRICE,0.1183,,,
GBPUSD25B1WFXVOL,LAST_PRICE,0.00155,,,
GBPUSD25R1WFXVOL,LAST_PRICE,-0.00415,,,
GBPUSD15B1WFXVOL,LAST_PRICE,0.0035,,,
GBPUSD15R1WFXVOL,LAST_PRICE,-0.005875,,,
GBPUSDV1WFXVOL,LAST_PRICE,0.086775,,,
GBPUSD25B2WFXVOL,LAST_PRICE,0.001475,,,
GBPUSD25R2WFXVOL,LAST_PRICE,-0.005625,,,
GBPUSD15B2WFXVOL,LAST_PRICE,0.0033,,,
GBPUSD15R2WFXVOL,LAST_PRICE,-0.008425,,,
GBPUSDV2WFXVOL,LAST_PRICE,0.0852,,,
GBPUSD25B3WFXVOL,LAST_PRICE,0.00165,,,
GBPUSD25R3WFXVOL,LAST_PRICE,-0.007125,,,
GBPUSD15B3WFXVOL,LAST_PRICE,0.00365,,,
GBPUSD15R3WFXVOL,LAST_PRICE,-0.010675,,,
GBPUSDV3WFXVOL,LAST_PRICE,0.08825,,,
GBPUSD25B1MFXVOL,LAST_PRICE,0.0016,,,
GBPUSD25R1MFXVOL,LAST_PRICE,-0.008275,,,
GBPUSD15B1MFXVOL,LAST_PRICE,0.003625,,,
GBPUSD15R1MFXVOL,LAST_PRICE,-0.01215,,,
GBPUSDV1MFXVOL,LAST_PRICE,0.0886,,,
GBPUSD25B3MFXVOL,LAST_PRICE,0.00275,,,
GBPUSD25R3MFXVOL,LAST_PRICE,-0.0154,,,
GBPUSD15B3MFXVOL,LAST_PRICE,0.00645,,,
GBPUSD15R3MFXVOL,LAST_PRICE,-0.02295,,,
GBPUSDV3MFXVOL,LAST_PRICE,0.09985,,,
GBPUSD25B6MFXVOL,LAST_PRICE,0.003625,,,
GBPUSD25R6MFXVOL,LAST_PRICE,-0.01985,,,
GBPUSD15B6MFXVOL,LAST_PRICE,0.0087,,,
GBPUSD15R6MFXVOL,LAST_PRICE,-0.029875,,,
GBPUSDV6MFXVOL,LAST_PRICE,0.108,,,
GBPUSD25B9MFXVOL,LAST_PRICE,0.00475,,,
GBPUSD25R9MFXVOL,LAST_PRICE,-0.022525,,,
GBPUSD15B9MFXVOL,LAST_PRICE,0.010325,,,
GBPUSD15R9MFXVOL,LAST_PRICE,-0.034175,,,
GBPUSDV9MFXVOL,LAST_PRICE,0.1127,,,
GBPUSD25B1YFXVOL,LAST_PRICE,0.00445,,,
GBPUSD25R1YFXVOL,LAST_PRICE,-0.02325,,,
GBPUSD15B1YFXVOL,LAST_PRICE,0.010775,,,
GBPUSD15R1YFXVOL,LAST_PRICE,-0.035275,,,
GBPUSDV1YFXVOL,LAST_PRICE,0.1154,,,
GBPUSD25B5YFXVOL,LAST_PRICE,0.003475,,,
GBPUSD25R5YFXVOL,LAST_PRICE,-0.021825,,,
GBPUSD15B5YFXVOL,LAST_PRICE,0.00905,,,
GBPUSD15R5YFXVOL,LAST_PRICE,-0.034,,,
GBPUSDV5YFXVOL,LAST_PRICE,0.117925,,,
GBPUSD25B10YFXVOL,LAST_PRICE,0.0031,,,
GBPUSD25R10YFXVOL,LAST_PRICE,-0.0212,,,
GBPUSD15B10YFXVOL,LAST_PRICE,0.008275,,,
GBPUSD15R10YFXVOL,LAST_PRICE,-0.035425,,,
GBPUSDV10YFXVOL,LAST_PRICE,0.1183,,,
CHFJPY25B1WFXVOL,LAST_PRICE,0.00155,,,
CHFJPY25R1WFXVOL,LAST_PRICE,-0.00415,,,
CHFJPY15B1WFXVOL,LAST_PRICE,0.0035,,,
CHFJPY15R1WFXVOL,LAST_PRICE,-0.005875,,,
CHFJPYV1WFXVOL,LAST_PRICE,0.086775,,,
CHFJPY25B2WFXVOL,LAST_PRICE,0.001475,,,
CHFJPY25R2WFXVOL,LAST_PRICE,-0.005625,,,
CHFJPY15B2WFXVOL,LAST_PRICE,0.0033,,,
CHFJPY15R2WFXVOL,LAST_PRICE,-0.008425,,,
CHFJPYV2WFXVOL,LAST_PRICE,0.0852,,,
CHFJPY25B3WFXVOL,LAST_PRICE,0.00165,,,
CHFJPY25R3WFXVOL,LAST_PRICE,-0.007125,,,
CHFJPY15B3WFXVOL,LAST_PRICE,0.00365,,,
CHFJPY15R3WFXVOL,LAST_PRICE,-0.010675,,,
CHFJPYV3WFXVOL,LAST_PRICE,0.08825,,,
CHFJPY25B1MFXVOL,LAST_PRICE,0.0016,,,
CHFJPY25R1MFXVOL,LAST_PRICE,-0.008275,,,
CHFJPY15B1MFXVOL,LAST_PRICE,0.003625,,,
CHFJPY15R1MFXVOL,LAST_PRICE,-0.01215,,,
CHFJPYV1MFXVOL,LAST_PRICE,0.0886,,,
CHFJPY25B3MFXVOL,LAST_PRICE,0.00275,,,
CHFJPY25R3MFXVOL,LAST_PRICE,-0.0154,,,
CHFJPY15B3MFXVOL,LAST_PRICE,0.00645,,,
CHFJPY15R3MFXVOL,LAST_PRICE,-0.02295,,,
CHFJPYV3MFXVOL,LAST_PRICE,0.09985,,,
CHFJPY25B6MFXVOL,LAST_PRICE,0.003625,,,
CHFJPY25R6MFXVOL,LAST_PRICE,-0.01985,,,
CHFJPY15B6MFXVOL,LAST_PRICE,0.0087,,,
CHFJPY15R6MFXVOL,LAST_PRICE,-0.029875,,,
CHFJPYV6MFXVOL,LAST_PRICE,0.108,,,
CHFJPY25B9MFXVOL,LAST_PRICE,0.00475,,,
CHFJPY25R9MFXVOL,LAST_PRICE,-0.022525,,,
CHFJPY15B9MFXVOL,LAST_PRICE,0.010325,,,
CHFJPY15R9MFXVOL,LAST_PRICE,-0.034175,,,
CHFJPYV9MFXVOL,LAST_PRICE,0.1127,,,
CHFJPY25B1YFXVOL,LAST_PRICE,0.00445,,,
CHFJPY25R1YFXVOL,LAST_PRICE,-0.02325,,,
CHFJPY15B1YFXVOL,LAST_PRICE,0.010775,,,
CHFJPY15R1YFXVOL,LAST_PRICE,-0.035275,,,
CHFJPYV1YFXVOL,LAST_PRICE,0.1154,,,
CHFJPY25B5YFXVOL,LAST_PRICE,0.003475,,,
CHFJPY25R5YFXVOL,LAST_PRICE,-0.021825,,,
CHFJPY15B5YFXVOL,LAST_PRICE,0.00905,,,
CHFJPY15R5YFXVOL,LAST_PRICE,-0.034,,,
CHFJPYV5YFXVOL,LAST_PRICE,0.117925,,,
CHFJPY25B10YFXVOL,LAST_PRICE,0.0031,,,
CHFJPY25R10YFXVOL,LAST_PRICE,-0.0212,,,
CHFJPY15B10YFXVOL,LAST_PRICE,0.008275,,,
CHFJPY15R10YFXVOL,LAST_PRICE,-0.035425,,,
CHFJPYV10YFXVOL,LAST_PRICE,0.1183,,,
AUDUSD25B1WFXVOL,LAST_PRICE,0.00155,,,
AUDUSD25R1WFXVOL,LAST_PRICE,-0.00415,,,
AUDUSD15B1WFXVOL,LAST_PRICE,0.0035,,,
AUDUSD15R1WFXVOL,LAST_PRICE,-0.005875,,,
AUDUSDV1WFXVOL,LAST_PRICE,0.086775,,,
AUDUSD25B2WFXVOL,LAST_PRICE,0.001475,,,
AUDUSD25R2WFXVOL,LAST_PRICE,-0.005625,,,
AUDUSD15B2WFXVOL,LAST_PRICE,0.0033,,,
AUDUSD15R2WFXVOL,LAST_PRICE,-0.008425,,,
AUDUSDV2WFXVOL,LAST_PRICE,0.0852,,,
AUDUSD25B3WFXVOL,LAST_PRICE,0.00165,,,
AUDUSD25R3WFXVOL,LAST_PRICE,-0.007125,,,
AUDUSD15B3WFXVOL,LAST_PRICE,0.00365,,,
AUDUSD15R3WFXVOL,LAST_PRICE,-0.010675,,,
AUDUSDV3WFXVOL,LAST_PRICE,0.08825,,,
AUDUSD25B1MFXVOL,LAST_PRICE,0.0016,,,
AUDUSD25R1MFXVOL,LAST_PRICE,-0.008275,,,
AUDUSD15B1MFXVOL,LAST_PRICE,0.003625,,,
AUDUSD15R1MFXVOL,LAST_PRICE,-0.01215,,,
AUDUSDV1MFXVOL,LAST_PRICE,0.0886,,,
AUDUSD25B3MFXVOL,LAST_PRICE,0.00275,,,
AUDUSD25R3MFXVOL,LAST_PRICE,-0.0154,,,
AUDUSD15B3MFXVOL,LAST_PRICE,0.00645,,,
AUDUSD15R3MFXVOL,LAST_PRICE,-0.02295,,,
AUDUSDV3MFXVOL,LAST_PRICE,0.09985,,,
AUDUSD25B6MFXVOL,LAST_PRICE,0.003625,,,
AUDUSD25R6MFXVOL,LAST_PRICE,-0.01985,,,
AUDUSD15B6MFXVOL,LAST_PRICE,0.0087,,,
AUDUSD15R6MFXVOL,LAST_PRICE,-0.029875,,,
AUDUSDV6MFXVOL,LAST_PRICE,0.108,,,
AUDUSD25B9MFXVOL,LAST_PRICE,0.00475,,,
AUDUSD25R9MFXVOL,LAST_PRICE,-0.022525,,,
AUDUSD15B9MFXVOL,LAST_PRICE,0.010325,,,
AUDUSD15R9MFXVOL,LAST_PRICE,-0.034175,,,
AUDUSDV9MFXVOL,LAST_PRICE,0.1127,,,
AUDUSD25B1YFXVOL,LAST_PRICE,0.00445,,,
AUDUSD25R1YFXVOL,LAST_PRICE,-0.02325,,,
AUDUSD15B1YFXVOL,LAST_PRICE,0.010775,,,
AUDUSD15R1YFXVOL,LAST_PRICE,-0.035275,,,
AUDUSDV1YFXVOL,LAST_PRICE,0.1154,,,
AUDUSD25B5YFXVOL,LAST_PRICE,0.003475,,,
AUDUSD25R5YFXVOL,LAST_PRICE,-0.021825,,,
AUDUSD15B5YFXVOL,LAST_PRICE,0.00905,,,
AUDUSD15R5YFXVOL,LAST_PRICE,-0.034,,,
AUDUSDV5YFXVOL,LAST_PRICE,0.117925,,,
AUDUSD25B10YFXVOL,LAST_PRICE,0.0031,,,
AUDUSD25R10YFXVOL,LAST_PRICE,-0.0212,,,
AUDUSD15B10YFXVOL,LAST_PRICE,0.008275,,,
AUDUSD15R10YFXVOL,LAST_PRICE,-0.035425,,,
AUDUSDV10YFXVOL,LAST_PRICE,0.1183,,,
